89,2,4,4,3,2,6,10,1,7,8,11,8,1,11,2,7
74,4,5,6,6,5,8,10,4,4,7,7,9,3,7,7,5
83,4,9,5,6,4,7,8,7,7,8,4,7,2,7,9,8
81,6,9,7,11,7,8,5,7,5,9,6,9,3,8,6,8
81,3,5,5,4,4,9,3,4,3,8,4,9,3,6,4,8
68,2,6,3,4,2,6,7,10,8,6,6,6,3,8,3,8
67,6,10,4,5,2,6,9,6,6,11,7,7,2,9,5,9
76,5,10,6,8,5,9,3,2,6,9,2,9,2,5,3,9
78,3,3,3,5,2,7,7,13,2,5,6,8,5,8,0,8
67,2,3,3,1,1,5,9,4,6,11,9,11,1,9,2,8
69,6,9,4,4,2,7,7,4,7,10,6,10,1,9,7,9
88,4,9,5,6,5,7,6,3,5,6,6,9,2,8,8,8
72,3,3,4,1,2,8,7,5,6,7,6,8,5,8,3,7
76,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8
72,3,5,5,4,3,7,8,3,6,10,6,8,3,8,3,8
69,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,10
89,5,10,6,7,6,9,6,6,4,7,8,7,6,9,8,3
72,8,12,8,6,4,9,8,4,5,8,4,5,6,9,5,9
81,5,10,5,5,4,9,6,5,6,10,6,7,4,8,9,9
81,3,8,5,7,3,8,7,9,6,6,6,9,3,8,5,9
81,4,6,6,4,5,8,5,6,4,6,7,10,4,7,5,9
74,2,8,3,6,1,13,3,8,4,13,3,11,1,6,0,8
74,4,7,5,5,2,8,9,1,7,14,5,6,0,8,1,8
68,4,5,5,4,3,7,7,7,7,7,6,5,2,8,3,7
82,2,6,4,4,3,6,7,5,5,6,5,7,3,7,5,8
77,4,5,7,4,4,6,6,3,4,9,9,10,7,5,2,8
65,3,7,5,5,3,12,2,3,2,10,2,9,2,6,3,8
78,3,5,4,4,2,7,8,5,4,7,7,7,6,9,2,5
77,6,10,9,7,8,3,7,4,5,10,11,10,7,9,3,7
80,8,14,7,8,4,5,10,6,3,12,5,4,4,10,4,8
67,6,12,5,7,4,8,5,4,3,9,9,11,4,9,8,10
80,6,10,8,8,7,8,5,7,5,7,6,6,3,9,8,9
78,2,3,3,1,1,5,9,3,3,10,8,8,4,8,0,8
87,3,4,4,3,2,9,10,3,2,5,9,7,6,11,0,8
86,3,8,5,6,6,8,7,4,1,8,7,8,5,10,4,7
86,6,9,9,8,10,8,7,5,5,7,6,8,8,9,9,3
77,6,7,9,5,7,4,7,3,5,10,10,11,8,6,3,7
69,4,8,5,6,4,7,7,4,8,11,8,9,2,9,5,7
78,6,11,8,8,9,5,8,3,4,8,8,9,7,9,5,4
89,8,10,8,7,4,3,10,3,7,11,12,6,1,11,3,5
87,4,8,5,6,3,6,8,4,1,7,8,8,8,9,0,8
79,6,7,8,6,6,6,6,5,6,8,5,8,3,6,5,6
78,4,4,4,6,2,7,7,14,2,5,6,8,6,8,0,8
72,4,8,5,6,5,7,10,8,5,8,5,6,3,6,7,11
79,4,7,5,5,3,8,7,8,5,10,6,8,3,8,3,8
78,4,8,5,6,4,7,7,9,4,6,4,6,3,7,3,8
72,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8
85,7,11,8,9,4,3,9,6,7,11,11,10,3,9,2,6
89,2,7,3,5,1,6,10,0,3,7,11,8,1,11,0,8
83,6,8,7,6,4,6,9,4,8,11,7,6,2,8,5,5
83,5,9,6,7,5,7,7,7,5,7,6,7,2,8,9,8
84,2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7
67,2,3,3,2,1,4,7,4,6,10,9,13,1,9,2,7
86,4,10,7,7,2,9,8,5,3,5,14,8,3,9,0,8
84,5,8,5,6,3,6,12,4,7,12,9,4,2,12,2,4
75,7,12,6,6,3,7,8,2,7,9,7,8,5,8,3,7
68,3,8,4,6,4,7,8,7,6,7,7,5,3,8,3,7
87,2,1,3,1,1,7,8,4,0,7,8,8,6,10,0,8
73,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8
69,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8
70,6,9,8,7,4,6,12,6,6,13,7,3,2,9,2,5
73,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,8
72,5,10,7,8,8,7,7,6,6,7,6,9,3,8,4,8
85,4,7,4,5,2,7,5,13,5,7,14,7,3,9,0,8
67,2,3,3,2,1,6,8,7,7,9,7,12,1,10,3,9
70,5,9,6,7,7,7,6,6,4,7,7,8,5,10,9,12
65,3,8,5,6,3,9,2,2,3,8,2,8,2,6,3,7
90,3,7,5,5,3,7,8,2,9,11,7,7,1,8,6,7
88,3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,10
78,3,3,5,2,2,5,10,3,4,10,8,7,5,8,1,8
82,6,9,5,4,3,10,6,5,5,10,2,8,6,6,4,9
66,3,3,3,4,3,7,7,5,5,7,6,6,5,8,5,10
66,5,9,7,7,7,8,8,3,6,10,5,6,3,7,6,8
85,5,6,5,4,2,5,8,6,8,9,8,8,3,9,2,5
74,4,4,6,5,4,8,9,4,5,7,6,9,3,7,8,8
70,3,7,4,5,2,1,11,4,4,11,11,8,0,8,2,7
77,6,8,9,6,6,11,6,2,5,9,3,6,9,7,2,9
72,1,1,2,1,1,7,7,12,1,7,6,8,3,8,0,8
65,2,1,4,2,1,8,1,2,2,7,2,8,2,5,2,7
79,5,10,4,5,3,6,6,6,2,9,6,9,5,9,4,8
69,1,0,1,1,1,4,7,5,8,7,6,13,0,8,6,10
85,3,3,3,1,1,5,8,5,7,10,9,8,3,10,2,6
65,3,7,5,5,3,10,4,1,2,8,3,9,2,4,2,7
88,4,8,5,6,3,5,8,1,8,10,9,9,2,9,3,6
83,5,8,7,6,4,8,8,4,9,11,3,8,2,6,4,9
74,1,3,2,2,1,10,7,1,5,11,4,8,0,7,0,7
75,5,11,8,8,5,6,7,2,7,10,7,10,4,8,4,8
73,2,6,2,4,1,9,5,0,6,13,5,9,0,8,1,8
80,7,11,10,8,6,6,11,3,6,13,6,3,0,10,3,8
84,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8
67,1,1,2,2,1,6,8,6,6,9,7,12,1,9,3,10
72,4,9,4,7,4,7,8,13,1,7,5,8,3,8,0,8
65,2,4,4,3,2,10,2,2,2,9,2,9,2,7,3,9
76,6,11,9,8,11,7,7,3,6,6,7,11,6,11,9,7
84,3,6,4,4,3,7,12,4,6,7,11,8,2,12,1,7
65,2,8,4,6,2,12,2,4,3,11,2,10,3,6,3,9
86,3,9,5,7,3,8,9,4,1,6,12,8,2,10,0,8
85,5,7,6,5,5,8,8,8,5,6,7,9,4,8,4,5
73,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8
90,8,14,8,8,5,8,5,2,9,12,6,9,3,7,6,7
86,4,7,6,5,6,8,8,4,2,8,7,8,7,11,5,8
77,5,9,7,6,7,9,7,5,5,6,7,6,10,7,4,6
76,4,8,6,6,4,6,5,2,8,7,2,8,1,6,3,7
79,3,3,5,5,2,9,6,9,7,7,5,10,3,8,4,8
66,4,2,5,4,4,7,7,5,6,7,6,6,2,8,7,10
65,8,15,7,8,4,8,2,3,2,8,5,12,5,4,5,5
75,6,9,9,6,7,9,6,1,7,10,3,8,3,7,3,9
72,3,7,4,5,4,7,7,5,6,7,6,8,3,8,3,8
84,7,9,7,7,5,6,10,1,8,11,9,5,2,9,3,4
87,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,7
70,3,8,3,5,1,1,12,4,5,12,11,8,0,8,2,6
65,3,3,5,4,1,7,6,3,0,7,0,8,2,7,1,8
69,3,8,3,6,3,3,6,5,9,5,4,13,0,8,6,9
77,4,9,5,7,4,7,7,12,1,7,9,8,8,6,0,8
66,4,9,5,7,6,7,8,9,6,7,6,6,2,8,8,10
77,3,7,5,5,6,7,8,6,4,6,6,8,5,8,7,9
89,6,9,6,7,4,5,8,0,8,8,9,5,2,11,4,4
86,4,9,6,7,3,6,12,3,4,7,12,9,3,10,1,8
83,2,8,3,6,3,8,8,7,6,7,4,6,2,7,8,8
67,2,1,2,2,1,6,8,7,7,8,7,12,1,9,4,10
72,4,9,6,6,8,7,7,6,3,7,6,7,8,7,9,9
85,5,8,5,6,4,8,6,11,4,8,13,7,3,9,0,8
80,6,10,6,6,4,7,10,5,2,11,5,4,4,11,5,7
90,3,8,4,6,2,7,7,4,13,10,6,8,0,8,8,8
69,3,4,5,2,2,7,7,2,8,11,7,9,2,8,4,8
78,5,9,7,6,4,4,10,3,4,9,10,9,5,8,1,8
80,6,10,5,6,3,5,9,6,3,10,5,6,5,9,4,7
72,4,5,5,4,4,7,7,6,6,7,6,7,3,8,3,6
84,6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4
66,5,5,5,8,4,7,9,10,8,7,5,7,2,8,9,10
85,5,10,6,7,2,7,4,14,6,7,15,8,3,9,0,8
83,3,4,4,6,2,8,8,6,9,5,5,5,0,8,9,7
70,5,6,5,8,2,1,14,5,3,12,9,5,0,8,3,6
74,3,9,4,7,4,9,6,1,6,11,4,7,0,6,1,6
82,3,6,4,4,4,6,7,5,5,7,6,7,3,7,4,9
69,3,2,3,4,3,7,8,5,7,7,5,9,2,8,5,10
80,6,9,6,4,4,8,9,5,3,10,5,5,5,10,5,6
73,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8
75,7,10,9,8,9,7,7,5,5,7,6,7,7,6,9,13
68,4,10,6,7,4,8,6,8,7,4,5,3,3,8,4,8
66,4,7,6,5,7,9,6,4,4,6,6,7,7,8,6,7
72,5,10,7,8,6,7,9,8,5,8,5,6,3,7,7,10
77,7,10,10,7,7,9,6,2,5,9,5,7,8,6,2,8
80,6,11,7,8,3,4,13,9,2,10,6,4,1,10,4,8
79,4,8,6,6,4,8,5,8,4,7,5,8,3,8,3,8
83,2,8,3,6,3,8,7,7,5,7,6,7,2,9,8,8
75,4,7,6,5,4,3,8,3,7,11,11,12,3,8,3,5
86,7,10,7,8,3,3,11,4,4,10,12,8,3,10,1,8
70,7,11,10,8,5,6,11,2,7,14,7,4,1,10,2,7
89,3,4,5,6,1,6,10,3,2,9,13,8,1,11,0,8
68,4,6,6,4,3,11,6,3,8,11,3,6,3,8,3,9
90,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8
81,3,5,3,6,3,7,8,6,3,8,8,9,3,8,5,7
83,8,14,8,8,4,9,4,4,4,13,5,8,3,10,3,8
66,5,7,7,5,6,8,6,5,6,9,6,7,3,9,6,10
75,8,13,9,7,5,6,7,3,6,10,8,10,6,10,4,7
86,3,10,5,7,2,5,8,5,3,9,14,8,3,10,0,8
66,4,7,4,5,3,6,7,9,7,7,6,7,2,8,9,10
89,2,2,4,4,2,6,10,1,7,7,11,9,1,11,1,8
79,3,4,4,3,2,7,7,7,5,7,6,8,2,8,3,8
90,6,10,8,7,5,8,6,3,10,12,4,9,1,7,6,9
76,2,3,3,2,1,6,4,1,8,7,2,10,0,7,2,8
74,1,3,2,2,1,10,6,2,6,12,4,9,0,7,1,7
90,1,3,3,2,1,7,8,1,9,11,7,7,1,8,5,7
65,3,5,5,7,2,7,7,3,1,6,0,8,3,7,1,8
76,3,5,4,5,3,8,7,4,5,7,6,8,3,8,7,10
74,2,5,3,3,1,10,7,1,7,12,3,7,0,7,1,7
81,5,6,6,8,5,8,7,6,3,7,7,12,3,8,6,8
78,1,3,2,1,1,7,8,5,3,7,7,7,4,8,1,6
90,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
69,4,9,5,7,3,3,7,6,11,7,6,15,0,8,7,7
74,4,7,3,10,3,9,7,3,3,11,4,5,3,8,6,9
68,4,8,5,6,3,5,7,10,10,6,5,6,3,8,4,8
79,5,10,6,8,5,7,8,9,6,8,8,6,4,8,5,10
76,3,6,4,4,2,5,4,3,8,3,2,6,1,6,2,5
86,4,5,5,4,2,4,12,4,4,11,11,6,2,10,1,8
88,6,10,9,8,6,7,7,0,8,9,6,8,3,8,4,7
74,5,8,6,6,3,6,6,4,5,14,8,12,1,6,1,7
78,7,10,10,8,5,7,8,3,5,10,6,7,7,8,1,8
72,3,5,5,7,4,10,11,3,2,7,8,8,3,10,7,9
65,2,7,4,5,3,13,3,3,2,10,1,8,2,6,2,8
80,4,6,5,9,9,8,7,5,0,7,6,7,6,10,6,9
65,4,9,6,6,2,10,5,3,1,8,1,9,2,7,2,8
70,4,8,5,6,3,5,10,4,6,11,10,5,2,10,3,5
88,3,4,6,3,2,7,7,1,9,10,6,8,2,8,3,7
68,5,11,6,9,4,5,8,11,9,8,7,5,3,8,4,8
86,3,7,5,5,3,9,11,2,2,4,10,8,2,12,1,8
80,7,10,6,5,4,10,7,4,4,12,4,5,4,11,5,9
70,5,9,6,7,6,6,9,4,6,9,9,6,5,9,3,6
80,6,11,9,8,5,8,10,7,5,10,4,3,3,10,4,8
89,4,10,6,8,2,9,11,0,4,6,11,8,0,10,0,8
87,3,3,4,4,2,5,8,4,1,7,9,8,7,10,0,8
80,6,9,8,7,5,6,11,7,3,11,5,3,2,10,4,8
74,5,6,7,7,6,7,8,4,5,7,7,8,4,6,8,6
69,4,2,4,4,3,8,7,6,10,6,5,9,2,8,6,8
83,4,8,5,6,3,7,5,6,9,5,6,10,0,9,9,8
69,3,7,3,5,2,3,8,6,11,7,5,14,0,8,7,8
66,5,9,7,7,6,7,9,5,6,10,6,6,3,8,7,8
73,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8
83,6,8,7,6,4,9,6,4,6,10,3,8,2,8,5,10
83,3,8,4,6,3,8,6,8,6,7,8,9,2,10,9,8
67,3,7,4,5,2,5,8,6,7,6,8,13,1,8,4,10
77,8,10,11,8,9,9,6,2,5,9,4,7,11,9,3,8
80,9,10,7,5,3,6,11,6,2,11,5,5,4,10,4,8
82,2,4,4,3,3,7,8,4,4,9,5,8,2,6,3,10
85,3,8,5,6,6,8,7,4,4,6,7,8,7,9,5,6
85,6,6,6,4,3,4,8,5,8,11,11,9,3,9,2,6
68,3,8,4,6,2,5,7,10,8,7,7,5,3,8,4,8
85,2,1,3,1,1,7,5,11,5,7,14,8,3,10,0,8
74,2,5,3,4,2,10,7,2,6,11,3,7,1,6,2,7
90,7,13,7,7,5,6,7,2,9,11,6,8,4,5,8,6
70,5,11,7,8,6,7,9,3,6,12,7,6,3,9,2,7
86,1,0,2,1,0,8,9,4,2,7,12,8,2,10,0,8
77,6,5,8,4,7,6,9,5,3,6,4,8,13,8,5,7
85,3,6,4,4,1,7,5,13,5,7,13,8,3,9,0,8
66,3,7,4,5,5,7,7,4,6,6,6,6,2,8,5,10
76,4,8,6,6,4,6,5,1,9,7,2,10,0,6,3,8
84,4,10,5,8,3,8,13,0,5,7,10,8,0,8,0,8
68,8,12,8,6,4,9,4,4,6,12,3,8,5,6,5,10
84,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4
79,5,8,7,6,4,7,5,8,4,6,4,7,3,9,4,9
84,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8
85,4,3,5,2,2,5,8,5,7,10,10,9,3,9,2,6
68,2,4,4,2,2,9,6,4,6,11,4,6,2,8,3,8
82,4,8,5,5,3,5,11,8,3,7,4,8,3,7,6,11
71,7,10,7,7,5,5,7,7,6,9,8,10,2,9,5,9
68,2,1,2,2,1,6,7,8,7,6,6,6,2,8,3,8
83,3,8,4,6,4,7,7,7,5,7,6,8,2,8,8,8
83,7,10,9,8,10,9,5,5,4,9,6,9,6,9,12,11
77,6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,8
77,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,5
68,6,7,8,6,6,5,7,6,7,7,4,7,3,6,5,6
90,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8
87,4,9,7,7,5,9,8,4,1,6,9,8,7,11,0,8
67,2,1,3,2,1,6,8,6,7,7,8,12,1,9,4,10
75,3,6,4,4,4,6,7,3,7,6,6,9,3,8,6,10
74,6,9,9,7,5,8,5,7,7,8,6,7,2,6,4,6
65,6,9,8,8,8,8,7,3,5,7,8,8,6,8,4,5
68,5,12,5,6,4,8,7,3,6,10,5,7,5,8,7,6
67,4,8,6,6,4,8,8,8,6,7,6,8,4,7,4,8
86,3,4,4,3,1,4,12,3,3,10,11,7,2,11,1,8
83,4,7,4,5,2,9,10,6,9,5,6,6,0,7,8,9
70,4,9,6,6,4,9,8,1,6,13,5,5,1,10,2,9
65,5,10,7,8,5,8,3,3,1,7,1,8,5,9,5,8
66,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,9
78,2,3,3,2,2,7,9,5,4,7,6,7,5,9,2,7
85,6,10,5,6,3,6,6,4,4,6,7,8,5,5,2,8
83,4,10,5,8,5,7,7,5,8,5,6,8,0,8,9,8
81,2,5,3,6,3,8,8,7,2,5,7,10,3,9,5,9
70,4,8,4,5,1,1,13,5,5,12,11,7,0,8,2,6
70,4,9,6,6,5,5,10,4,6,10,10,6,2,10,3,6
88,5,10,8,8,4,8,7,4,10,6,6,8,4,6,8,9
65,3,7,5,5,3,11,3,2,2,8,2,9,3,4,2,8
66,4,9,4,6,3,6,7,9,7,7,6,7,2,8,9,10
79,5,9,6,7,5,7,7,8,7,7,6,7,2,8,3,8
74,2,6,3,4,1,14,1,6,5,14,2,11,0,7,0,8
72,4,8,5,5,2,7,5,15,1,7,9,8,3,8,0,8
77,6,9,7,4,3,6,9,5,5,4,4,10,8,7,2,8
73,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7
87,6,10,6,8,6,2,10,2,3,10,9,8,7,11,2,6
78,3,6,4,4,3,6,7,8,5,7,5,7,3,7,3,8
65,1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8
83,2,3,4,1,1,7,8,2,6,10,5,7,1,8,4,8
80,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8
68,6,9,8,8,8,7,6,5,7,7,5,9,6,5,9,4
77,7,9,10,7,6,5,6,4,5,11,10,11,11,5,4,8
84,4,8,5,6,5,8,11,3,6,6,11,8,3,12,1,7
76,3,6,4,4,2,5,5,1,9,6,2,11,0,8,3,7
88,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
71,2,4,3,6,2,7,7,8,6,5,7,9,2,7,5,11
68,6,10,8,8,5,10,5,4,8,11,3,7,4,6,4,9
69,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7
78,2,3,2,1,1,6,9,6,3,8,7,8,4,9,1,7
71,2,4,3,3,2,6,6,6,5,6,6,9,2,8,4,8
86,7,10,6,8,3,2,11,5,5,12,12,8,2,10,1,8
65,2,7,4,4,2,7,3,3,2,7,2,8,3,7,2,8
69,5,9,4,4,2,8,7,4,4,10,5,10,3,8,7,10
75,4,5,5,8,2,3,6,7,3,7,8,12,3,8,3,10
77,6,9,9,6,6,5,7,3,5,10,10,9,8,6,3,8
76,5,11,5,6,3,7,5,3,5,12,7,11,3,8,6,9
84,5,6,5,4,2,5,12,3,8,12,9,4,1,11,2,4
71,2,4,4,3,2,7,6,6,6,6,6,10,2,9,4,9
74,2,4,4,3,1,8,8,2,7,15,5,8,0,7,1,8
70,5,10,5,7,2,1,14,5,4,12,10,6,0,8,2,5
87,7,8,7,6,6,6,11,5,2,9,6,6,8,13,4,4
65,3,6,5,4,3,12,3,2,2,9,2,9,2,6,2,8
75,6,11,8,8,5,9,5,1,7,10,3,9,5,9,5,11
80,1,1,2,2,1,5,10,4,4,10,8,4,1,9,3,7
77,7,6,9,5,9,7,7,5,4,6,5,8,10,8,5,5
79,2,6,3,4,2,8,7,7,5,7,6,9,2,8,3,8
83,4,11,5,8,3,6,6,6,9,4,6,9,0,9,9,8
67,4,6,6,5,5,4,7,3,6,6,6,10,4,10,7,7
79,1,0,2,1,0,8,7,6,4,7,6,8,2,8,3,8
90,2,1,3,2,1,7,7,5,9,6,6,9,1,8,7,8
88,4,9,6,7,6,9,7,3,6,7,4,5,6,6,9,8
87,4,4,5,3,3,6,11,5,2,8,7,6,6,11,2,6
66,4,9,4,6,5,6,6,8,6,6,6,7,2,8,7,9
67,6,11,6,8,4,4,8,5,6,12,10,11,2,10,3,7
70,2,4,3,3,2,5,10,3,5,10,9,5,1,10,3,6
73,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
66,1,3,2,2,1,8,7,3,5,10,5,7,2,8,3,9
80,3,4,5,2,2,8,9,3,5,13,4,3,1,10,3,8
75,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6
85,4,5,5,4,2,5,8,5,8,10,8,8,3,9,3,5
78,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8
89,4,11,6,8,1,7,11,2,3,8,12,8,1,11,0,8
73,3,5,5,6,4,8,8,4,4,7,6,8,3,7,8,8
81,8,15,7,8,4,8,5,4,9,11,4,10,3,6,9,9
81,4,5,4,7,4,9,7,6,2,8,6,11,3,9,6,8
90,1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,8
70,4,5,5,6,5,7,9,5,4,8,6,7,4,9,8,7
77,8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,8
68,4,7,5,5,2,5,7,10,9,7,6,5,3,8,4,8
78,2,3,3,1,1,8,9,3,4,10,4,6,4,9,1,7
87,5,10,8,8,5,3,10,3,3,9,10,9,8,11,1,8
85,4,9,4,6,4,7,5,13,5,7,10,8,3,9,0,8
71,6,11,8,9,6,6,6,7,5,5,6,12,5,7,5,6
71,7,11,9,8,11,8,5,4,3,6,5,10,8,7,9,13
79,5,10,4,5,3,7,7,5,4,7,4,7,5,8,5,8
85,2,6,3,4,1,8,6,13,5,7,13,8,3,9,0,8
75,6,10,8,8,8,6,7,5,3,7,5,8,5,7,10,8
87,4,8,6,6,3,4,8,5,1,7,9,8,8,10,0,8
75,5,7,7,5,5,5,7,2,6,10,8,11,3,8,3,8
69,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9
86,3,6,5,4,1,9,8,4,2,5,14,8,3,10,0,8
82,8,12,8,7,6,9,6,3,5,9,4,8,6,8,6,8
90,4,11,5,8,5,9,6,6,10,7,5,6,2,7,8,8
83,4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,8
78,3,6,5,4,5,7,8,3,3,8,7,8,5,9,5,4
88,5,11,8,8,4,5,8,2,8,10,11,9,3,9,4,6
73,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9
81,1,2,2,3,1,8,7,4,1,7,8,10,2,9,3,9
78,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7
67,5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7
81,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11
78,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8
75,6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10
83,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7
69,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7
68,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7
88,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8
67,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10
74,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7
66,5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7
68,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8
82,7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7
90,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8
84,2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8
75,5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11
71,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8
66,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7
88,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6
68,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9
86,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8
73,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
90,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7
71,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9
74,3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8
86,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8
